enddate,value
9/1/18 15:56,125
9/1/18 16:01,178
9/1/18 16:09,177
9/1/18 16:16,93
9/1/18 16:20,129
9/1/18 16:23,97
9/1/18 16:31,76
9/1/18 16:34,124
9/1/18 16:35,167
9/1/18 16:36,89
9/1/18 16:37,80
9/1/18 16:38,70
9/1/18 16:40,51
9/1/18 16:42,51
9/1/18 17:04,112
9/1/18 17:09,47
9/1/18 17:13,134
9/1/18 17:20,42
9/1/18 17:25,52
9/1/18 17:28,88
9/1/18 17:35,94
9/1/18 17:41,174
9/1/18 17:42,112
9/1/18 17:47,67
9/1/18 17:52,169
9/1/18 17:59,132
9/1/18 18:05,48
9/1/18 18:11,111
9/1/18 18:13,85
9/1/18 18:45,121
9/1/18 18:52,113
9/1/18 19:35,173
9/1/18 19:42,130
9/2/18 9:47,126
9/2/18 10:03,102
9/2/18 10:31,85
9/2/18 11:01,170
9/2/18 11:10,57
9/2/18 11:15,123
9/2/18 11:21,132
9/2/18 11:24,48
9/2/18 11:31,54
9/2/18 11:33,47
9/2/18 11:36,177
9/2/18 17:09,60
9/2/18 17:15,122
9/2/18 18:08,74
9/2/18 18:15,101
9/2/18 18:26,94
9/2/18 18:33,34
9/2/18 18:48,103
9/2/18 18:55,87
9/2/18 18:56,138
9/2/18 19:04,47
9/2/18 19:08,177
9/2/18 19:33,109
9/2/18 19:38,140
9/2/18 19:41,158
9/2/18 19:56,133
9/2/18 20:14,34
9/2/18 20:18,62
9/2/18 20:24,77
9/2/18 20:38,82
9/2/18 20:42,158
9/2/18 20:47,156
9/2/18 20:51,63
9/2/18 20:57,86
9/2/18 21:07,137
9/2/18 21:15,130
9/2/18 21:17,88
9/2/18 21:25,163
9/2/18 21:27,123
9/2/18 21:32,143
9/2/18 21:44,43
9/2/18 21:55,105
9/2/18 22:05,97
9/2/18 22:11,156
9/2/18 22:19,61
9/2/18 22:24,138
9/2/18 22:26,147
9/2/18 22:54,101
9/2/18 23:00,84
9/2/18 23:03,170
9/3/18 7:47,185
9/3/18 7:55,163
9/3/18 8:01,90
9/3/18 8:02,82
9/3/18 8:10,41
9/3/18 8:13,73
9/3/18 8:19,62
9/3/18 8:27,34
9/3/18 8:33,43
9/3/18 8:36,40
9/3/18 8:43,121
9/3/18 8:51,94
9/3/18 8:52,143
9/3/18 9:16,133
9/3/18 9:24,114
9/3/18 9:31,34
9/3/18 9:45,167
9/3/18 9:48,136
9/3/18 9:54,150
9/3/18 9:57,108
9/3/18 10:19,94
9/3/18 10:38,134
9/3/18 11:05,171
9/3/18 11:31,158
9/3/18 11:45,169
9/3/18 11:57,140
9/3/18 14:48,94
9/3/18 14:52,169
9/3/18 14:56,179
9/3/18 15:03,96
9/3/18 15:23,58
9/3/18 15:33,74
9/3/18 15:47,180
9/3/18 16:00,179
9/3/18 16:01,72
9/3/18 16:16,108
9/3/18 16:21,46
9/3/18 16:23,184
9/3/18 16:31,177
9/3/18 16:40,59
9/3/18 16:54,102
9/3/18 17:18,166
9/3/18 17:24,159
9/3/18 17:27,104
9/3/18 17:34,144
9/3/18 17:44,93
9/3/18 17:48,167
9/3/18 18:07,118
9/4/18 5:08,119
9/4/18 5:13,169
9/4/18 5:19,101
9/4/18 5:23,59
9/4/18 5:29,49
9/4/18 5:35,151
9/4/18 5:39,102
9/4/18 5:42,180
9/4/18 5:46,114
9/4/18 5:54,148
9/4/18 5:57,57
9/4/18 6:04,111
9/4/18 6:07,47
9/4/18 6:12,174
9/4/18 6:20,93
9/4/18 6:41,105
9/4/18 6:42,97
9/4/18 6:55,74
9/4/18 7:00,130
9/4/18 7:03,188
9/4/18 7:10,184
9/4/18 7:16,41
9/4/18 7:22,164
9/4/18 7:39,62
9/4/18 7:42,34
9/4/18 7:54,122
9/4/18 8:02,135
9/4/18 8:12,77
9/4/18 8:19,185
9/4/18 8:25,62
9/4/18 8:30,77
9/4/18 8:32,86
9/4/18 8:41,190
9/4/18 8:45,173
9/4/18 8:47,80
9/4/18 8:53,169
9/4/18 8:58,107
9/4/18 9:04,136
9/4/18 9:07,161
9/4/18 9:14,34
9/4/18 9:17,112
9/4/18 9:23,160
9/4/18 9:38,64
9/4/18 9:49,37
9/4/18 9:57,73
9/4/18 10:10,141
9/4/18 10:12,156
9/4/18 10:22,84
9/4/18 10:30,124
9/4/18 10:36,34
9/4/18 10:46,129
9/4/18 10:55,99
9/4/18 11:04,155
9/4/18 11:13,151
9/4/18 11:17,88
9/4/18 11:24,65
9/4/18 11:35,49
9/4/18 11:37,142
9/4/18 11:44,108
9/4/18 11:47,178
9/4/18 11:52,150
9/4/18 11:59,63
9/4/18 12:01,118
9/4/18 12:06,68
9/4/18 12:13,186
9/4/18 12:17,130
9/4/18 12:33,97
9/4/18 12:51,67
9/4/18 13:01,123
9/4/18 13:02,39
9/4/18 13:10,101
9/4/18 13:30,54
9/4/18 13:36,137
9/4/18 13:50,182
9/4/18 13:57,151
9/4/18 14:07,175
9/4/18 14:14,112
9/4/18 14:20,116
9/4/18 14:26,151
9/4/18 14:31,94
9/4/18 14:37,122
9/4/18 14:43,58
9/4/18 14:52,79
9/4/18 15:00,175
9/4/18 15:01,133
9/4/18 15:07,140
9/4/18 15:16,82
9/4/18 15:18,178
9/4/18 15:34,151
9/4/18 15:46,104
9/4/18 16:00,66
9/4/18 16:04,107
9/4/18 16:31,65
9/4/18 16:40,189
9/4/18 16:43,79
9/4/18 16:46,160
9/4/18 16:59,131
9/4/18 17:02,182
9/4/18 17:34,111
9/4/18 17:59,181
9/5/18 4:38,38
9/5/18 4:45,171
9/5/18 5:15,114
9/5/18 5:19,150
9/5/18 5:48,56
9/5/18 5:57,152
9/5/18 6:05,176
9/5/18 6:09,46
9/5/18 6:14,75
9/5/18 6:20,130
9/5/18 6:25,48
9/5/18 6:29,65
9/5/18 6:37,47
9/5/18 6:42,54
9/5/18 6:51,158
9/5/18 7:07,36
9/5/18 7:12,102
9/5/18 7:24,186
9/5/18 7:26,89
9/5/18 7:39,129
9/5/18 7:48,185
9/5/18 7:55,165
9/5/18 8:03,67
9/5/18 8:18,185
9/5/18 8:21,45
9/5/18 8:28,126
9/5/18 8:35,171
9/5/18 8:39,40
9/5/18 8:44,59
9/5/18 9:04,86
9/5/18 9:11,45
9/5/18 9:14,106
9/5/18 9:16,80
9/5/18 9:25,60
9/5/18 9:36,160
9/5/18 9:37,134
9/5/18 9:44,170
9/5/18 9:49,161
9/5/18 9:55,168
9/5/18 10:00,190
9/5/18 10:06,51
9/5/18 10:08,92
9/5/18 10:12,119
9/5/18 10:19,142
9/5/18 10:22,49
9/5/18 10:28,168
9/5/18 10:31,58
9/5/18 10:38,72
9/5/18 10:46,103
9/5/18 10:49,46
9/5/18 10:52,183
9/5/18 11:01,87
9/5/18 11:10,146
9/5/18 11:14,184
9/5/18 11:17,66
9/5/18 11:25,70
9/5/18 11:30,95
9/5/18 11:34,165
9/5/18 11:39,121
9/5/18 11:42,187
9/5/18 11:53,110
9/5/18 12:04,107
9/5/18 12:29,100
9/5/18 12:34,130
9/5/18 12:40,183
9/5/18 12:42,174
9/5/18 12:56,47
9/5/18 13:12,145
9/5/18 13:17,113
9/5/18 13:22,144
9/5/18 13:28,55
9/5/18 13:39,174
9/5/18 13:44,124
9/5/18 13:53,152
9/5/18 14:11,148
9/5/18 14:28,135
9/5/18 14:33,65
9/5/18 14:37,131
9/6/18 6:24,184
9/6/18 7:01,181
9/6/18 7:02,98
9/6/18 7:13,85
9/6/18 7:22,49
9/6/18 7:33,178
9/6/18 7:57,171
9/6/18 8:09,109
9/6/18 8:14,168
9/6/18 8:21,57
9/6/18 8:23,159
9/6/18 8:28,162
9/6/18 8:37,83
9/6/18 8:38,172
9/6/18 8:44,88
9/6/18 8:51,163
9/6/18 8:55,126
9/6/18 9:00,135
9/6/18 9:20,92
9/6/18 9:55,108
9/6/18 10:01,75
9/6/18 10:05,37
9/6/18 10:13,118
9/6/18 10:18,57
9/6/18 10:22,178
9/6/18 10:29,173
9/6/18 10:32,155
9/6/18 10:39,146
9/6/18 10:44,138
9/6/18 10:49,93
9/6/18 11:06,80
9/6/18 11:08,66
9/6/18 11:15,46
9/6/18 11:17,48
9/6/18 11:25,95
9/6/18 11:28,60
9/6/18 11:34,174
9/6/18 11:40,83
9/6/18 11:42,171
9/6/18 11:51,173
9/6/18 11:54,64
9/6/18 11:57,61
9/6/18 12:05,114
9/6/18 12:10,134
9/6/18 12:15,141
9/6/18 12:47,129
9/6/18 12:50,65
9/6/18 12:52,95
9/6/18 12:58,147
9/6/18 13:03,139
9/6/18 13:09,35
9/6/18 13:16,149
9/6/18 13:19,119
9/6/18 13:24,124
9/6/18 13:29,135
9/6/18 13:34,155
9/6/18 13:37,99
9/6/18 13:44,156
9/6/18 13:48,115
9/6/18 13:54,181
9/6/18 14:00,185
9/6/18 14:04,59
9/6/18 14:39,132
9/6/18 14:54,48
9/6/18 15:00,67
9/6/18 15:11,112
9/6/18 15:15,158
9/6/18 15:19,101
9/6/18 15:23,163
9/6/18 15:33,177
9/6/18 15:37,95
9/6/18 15:43,99
9/6/18 15:51,127
9/6/18 16:00,140
9/6/18 16:05,89
9/6/18 16:16,132
9/6/18 16:18,127
9/6/18 16:25,82
9/6/18 16:42,119
9/6/18 16:46,169
9/6/18 16:48,37
9/6/18 16:54,58
9/6/18 16:57,141
9/6/18 17:18,170
9/6/18 17:31,181
9/6/18 17:36,111
9/6/18 17:42,36
9/6/18 17:56,38
9/6/18 18:00,41
9/6/18 18:06,56
9/6/18 18:09,108
9/6/18 18:20,56
9/10/18 7:35,103
9/10/18 7:49,61
9/10/18 8:05,152
9/10/18 8:11,65
9/10/18 8:12,134
9/10/18 8:20,161
9/10/18 8:22,131
9/10/18 8:30,121
9/10/18 8:34,55
9/10/18 8:38,111
9/10/18 8:55,96
9/10/18 9:03,161
9/10/18 9:41,131
9/10/18 9:44,37
9/10/18 9:58,74
9/10/18 10:08,88
9/10/18 10:17,153
9/10/18 10:25,100
9/10/18 10:32,90
9/10/18 10:45,170
9/10/18 10:48,75
9/12/18 6:58,111
9/12/18 7:07,174
9/12/18 7:21,52
9/12/18 7:52,113
9/12/18 7:53,149
9/12/18 7:59,38
9/12/18 8:04,184
9/12/18 8:11,167
9/12/18 8:15,68
9/12/18 8:17,99
9/12/18 8:51,155
9/12/18 8:54,150
9/12/18 8:57,73
9/12/18 9:06,113
9/12/18 9:08,84
9/12/18 9:12,136
9/12/18 9:21,161
9/12/18 9:24,74
9/12/18 9:40,76
9/12/18 9:56,72
9/12/18 9:59,181
9/12/18 10:05,141
9/12/18 10:08,76
9/12/18 10:13,97
9/12/18 10:19,84
9/12/18 10:26,180
9/12/18 10:29,100
9/12/18 10:38,42
9/12/18 10:45,83
9/12/18 10:52,48
9/12/18 10:57,158
9/12/18 11:04,71
9/12/18 11:09,94
9/12/18 11:14,136
9/12/18 11:25,182
9/12/18 11:29,53
9/12/18 11:34,178
9/12/18 11:39,144
9/12/18 11:45,49
9/12/18 11:47,67
9/12/18 11:53,133
9/12/18 11:59,64
9/12/18 12:04,103
9/12/18 12:08,44
9/12/18 12:29,101
9/12/18 12:32,79
9/12/18 12:38,59
9/12/18 13:16,97
9/12/18 13:18,61
9/12/18 13:24,73
9/12/18 13:31,88
9/12/18 13:34,46
9/12/18 13:41,39
9/12/18 13:42,111
9/12/18 13:47,88
9/12/18 13:54,124
9/12/18 14:00,41
9/12/18 14:03,127
9/12/18 14:08,134
9/12/18 14:16,155
9/12/18 14:19,108
9/12/18 14:24,178
9/12/18 14:31,150
9/12/18 14:34,109
9/12/18 14:38,79
9/12/18 14:45,89
9/12/18 14:50,170
9/12/18 14:55,42
9/12/18 15:01,60
9/12/18 15:04,67
9/12/18 15:09,93
9/12/18 15:12,35
9/12/18 15:20,93
9/12/18 15:31,121
9/12/18 15:33,68
9/12/18 15:43,164
9/12/18 15:50,103
9/12/18 15:53,131
9/12/18 16:00,81
9/12/18 16:02,54
9/12/18 16:14,85
9/12/18 16:20,41
9/12/18 16:22,81
9/12/18 16:31,155
9/12/18 16:36,170
9/12/18 16:46,60
9/12/18 16:47,67
9/12/18 16:52,156
9/13/18 4:47,93
9/13/18 4:56,154
9/13/18 5:10,135
9/13/18 5:15,79
9/13/18 5:19,141
9/13/18 5:22,173
9/13/18 5:31,138
9/13/18 5:34,187
9/13/18 5:38,36
9/13/18 5:43,61
9/13/18 5:47,165
9/13/18 5:53,36
9/13/18 5:58,129
9/13/18 6:02,40
9/13/18 6:09,82
9/13/18 6:15,66
9/13/18 6:18,97
9/13/18 6:37,40
9/13/18 6:45,52
9/13/18 6:50,43
9/13/18 6:55,65
9/13/18 7:24,50
9/13/18 7:30,113
9/13/18 7:32,147
9/13/18 7:39,169
9/13/18 7:44,146
9/13/18 7:50,133
9/13/18 7:53,83
9/13/18 7:59,123
9/13/18 8:03,145
9/13/18 8:07,178
9/13/18 8:13,94
9/13/18 8:20,128
9/13/18 8:23,118
9/13/18 8:27,112
9/13/18 8:34,64
9/13/18 8:39,105
9/13/18 8:45,73
9/13/18 8:47,113
9/13/18 8:53,131
9/13/18 8:58,77
9/13/18 9:04,40
9/13/18 9:11,183
9/13/18 9:16,97
9/13/18 9:20,170
9/13/18 9:25,133
9/13/18 9:37,108
9/13/18 9:47,117
9/13/18 9:51,69
9/13/18 9:56,59
9/13/18 9:57,44
9/13/18 10:04,118
9/13/18 10:07,181
9/13/18 10:14,109
9/13/18 10:18,68
9/13/18 10:25,75
9/13/18 10:28,185
9/13/18 10:33,40
9/13/18 10:40,157
9/13/18 10:44,122
9/13/18 10:47,95
9/13/18 10:52,55
9/13/18 11:25,47
9/13/18 11:31,189
9/13/18 14:21,140
9/13/18 14:24,165
9/13/18 14:27,147
9/13/18 14:41,115
9/13/18 14:58,39
9/13/18 15:17,181
9/13/18 15:24,58
9/13/18 15:29,103
9/13/18 15:36,82
9/13/18 16:01,121
9/13/18 16:21,130
9/13/18 16:22,84
9/13/18 16:39,144
9/13/18 16:43,125
9/14/18 7:56,102
9/14/18 8:19,186
9/14/18 8:37,156
9/14/18 8:42,179
9/14/18 8:49,183
9/14/18 8:53,135
9/14/18 8:59,132
9/14/18 9:49,184
9/14/18 9:54,182
9/14/18 9:58,119
9/14/18 10:14,168
9/14/18 10:19,116
9/14/18 10:25,151
9/14/18 10:28,68
9/14/18 10:32,103
9/14/18 10:37,108
9/14/18 10:51,188
9/14/18 10:56,132
9/14/18 11:00,113
9/14/18 11:04,80
9/14/18 11:41,33
9/14/18 11:55,48
9/14/18 12:05,182
9/14/18 12:09,186
9/14/18 12:15,80
9/14/18 12:26,119
9/14/18 12:31,138
9/14/18 12:38,99
9/14/18 12:42,137
9/14/18 12:55,83
9/14/18 14:50,162
9/15/18 6:34,122
9/15/18 6:43,186
9/15/18 6:59,160
9/15/18 7:05,65
9/15/18 7:11,136
9/15/18 7:15,38
9/15/18 7:17,126
9/15/18 7:23,82
9/15/18 7:30,100
9/15/18 7:33,88
9/15/18 7:37,62
9/15/18 7:43,174
9/15/18 7:49,105
9/15/18 7:54,145
9/17/18 7:11,51
9/17/18 7:20,109
9/17/18 7:23,40
9/17/18 7:46,136
9/17/18 7:56,56
9/17/18 7:58,87
9/17/18 8:02,55
9/17/18 8:13,79
9/17/18 8:26,100
9/17/18 8:28,150
9/17/18 8:35,151
9/17/18 8:49,85
9/17/18 8:56,81
9/17/18 8:57,50
9/17/18 13:57,41
9/17/18 14:01,183
9/17/18 14:03,68
9/17/18 14:10,82
9/17/18 14:13,67
9/17/18 14:20,54
9/17/18 14:22,44
9/17/18 14:34,43
9/17/18 14:38,53
9/17/18 14:44,108
9/17/18 14:47,168
9/17/18 14:52,58
9/17/18 15:10,71
9/17/18 15:12,126
9/17/18 15:26,179
9/17/18 15:31,110
9/17/18 15:33,140
9/17/18 15:40,91
9/17/18 15:43,36
9/17/18 15:47,107
9/17/18 15:52,122
9/17/18 15:58,91
9/17/18 16:05,108
9/17/18 16:07,35
9/17/18 16:20,38
9/17/18 16:22,98
9/17/18 16:31,116
9/17/18 16:33,65
9/17/18 16:40,121
9/17/18 16:43,133
9/17/18 16:51,138
9/17/18 16:55,60
9/17/18 17:02,119
9/17/18 17:04,107
9/17/18 17:11,156
9/17/18 17:13,138
9/17/18 17:19,41
9/17/18 17:23,188
9/18/18 4:43,89
9/18/18 4:55,38
9/18/18 5:00,58
9/18/18 5:06,140
9/18/18 5:11,111
9/18/18 5:14,179
9/18/18 5:19,48
9/18/18 5:25,138
9/18/18 5:29,158
9/18/18 5:33,90
9/18/18 5:39,94
9/18/18 5:45,53
9/18/18 5:50,132
9/18/18 5:54,115
9/18/18 5:59,133
9/18/18 6:02,48
9/18/18 6:07,145
9/18/18 6:12,39
9/18/18 6:19,38
9/18/18 6:24,66
9/18/18 6:42,147
9/18/18 6:53,180
9/18/18 7:00,159
9/18/18 7:03,84
9/18/18 7:07,99
9/18/18 7:17,127
9/18/18 7:18,171
9/18/18 7:22,178
9/18/18 7:28,40
9/18/18 7:36,77
9/18/18 7:41,163
9/18/18 7:44,47
9/18/18 7:50,142
9/18/18 7:52,37
9/18/18 8:06,108
9/18/18 8:11,120
9/18/18 8:14,183
9/18/18 8:22,178
9/18/18 8:27,142
9/18/18 8:46,46
9/18/18 8:49,49
9/18/18 8:55,89
9/18/18 9:13,142
9/18/18 9:41,155
9/18/18 9:49,57
9/18/18 9:56,116
9/18/18 10:01,52
9/18/18 10:06,74
9/18/18 10:11,141
9/18/18 10:16,135
9/18/18 10:21,54
9/18/18 10:23,127
9/18/18 10:27,46
9/18/18 10:32,142
9/18/18 10:42,72
9/18/18 10:45,132
9/18/18 10:48,172
9/18/18 10:52,96
9/18/18 11:07,55
9/18/18 11:15,77
9/18/18 11:18,103
9/18/18 11:29,87
9/18/18 11:39,180
9/18/18 11:42,144
9/18/18 11:48,79
9/18/18 11:52,38
9/18/18 11:57,131
9/18/18 12:06,56
9/18/18 12:09,168
9/18/18 12:16,76
9/18/18 12:19,183
9/18/18 12:35,69
9/18/18 12:37,41
9/18/18 12:42,44
9/18/18 12:47,53
9/18/18 12:52,33
9/18/18 12:59,93
9/18/18 13:03,175
9/18/18 13:08,128
9/18/18 13:18,43
9/27/18 17:24,76
9/28/18 5:06,34
9/28/18 5:14,93
9/28/18 5:15,188
9/28/18 5:30,51
9/28/18 5:52,39
9/28/18 5:56,151
9/28/18 6:02,157
9/28/18 6:12,82
9/28/18 6:18,100
9/28/18 6:23,62
9/28/18 6:26,106
9/28/18 6:30,137
9/28/18 6:34,171
9/28/18 6:43,148
9/28/18 6:47,124
9/28/18 6:53,187
9/28/18 6:54,50
9/28/18 7:00,171
9/28/18 7:05,86
9/28/18 7:12,66
9/28/18 7:17,131
9/28/18 7:23,68
9/28/18 7:26,178
9/28/18 7:36,189
9/28/18 7:42,92
9/28/18 7:44,43
9/28/18 7:54,145
9/28/18 8:02,104
9/28/18 8:04,103
9/28/18 8:15,72
9/28/18 8:22,58
9/28/18 8:26,176
9/28/18 8:34,145
9/28/18 8:38,35
9/28/18 8:40,65
9/28/18 8:52,97
9/28/18 8:56,71
9/28/18 9:04,75
9/28/18 9:13,131
9/28/18 9:15,87
9/28/18 9:49,34
9/28/18 9:58,34
9/28/18 10:00,70
9/28/18 10:08,113
9/28/18 10:10,38
9/28/18 10:16,102
9/28/18 10:20,107
9/28/18 10:26,165
9/28/18 10:33,126
9/28/18 10:39,116
9/28/18 10:42,101
9/28/18 10:48,84
9/28/18 10:53,88
9/28/18 10:54,174
9/28/18 11:03,170
9/28/18 11:05,92
9/28/18 11:11,77
9/28/18 11:23,58
9/28/18 11:27,43
9/28/18 11:36,109
9/28/18 11:44,142
9/28/18 11:54,175
9/28/18 12:08,78
9/28/18 12:11,106
9/28/18 12:15,69
9/28/18 12:20,37
9/28/18 12:27,93
9/28/18 12:33,185
9/28/18 12:36,78
9/28/18 12:41,174
9/28/18 12:45,103
9/28/18 12:51,70
9/28/18 12:56,130
9/28/18 13:03,138
9/28/18 13:07,177
9/28/18 13:10,86
9/28/18 13:18,188
9/28/18 13:20,128
9/28/18 13:26,100
9/28/18 13:31,84
9/28/18 13:36,56
9/28/18 13:43,125
9/28/18 13:48,119
9/28/18 13:50,163
9/28/18 13:54,108
9/28/18 14:04,172
9/28/18 14:11,69
9/28/18 14:15,141
9/28/18 14:23,145
9/28/18 14:33,165
9/28/18 14:37,60
9/28/18 14:39,104
9/28/18 14:45,37
9/28/18 14:56,186
9/28/18 14:59,69
9/28/18 15:08,90
9/28/18 15:16,42
9/28/18 15:22,155
9/28/18 15:28,55
9/28/18 15:30,41
9/28/18 15:42,64
9/28/18 15:46,59
9/28/18 15:50,106
9/28/18 15:58,182
9/28/18 15:59,112
9/28/18 16:11,89
9/28/18 16:20,58
9/28/18 16:27,74
9/28/18 16:32,119
9/28/18 16:37,102
9/28/18 16:42,85
9/28/18 16:47,148
9/28/18 16:52,123
9/28/18 16:59,65
9/28/18 17:01,140
9/28/18 17:07,103
9/28/18 17:09,73
9/28/18 17:17,156
9/28/18 17:21,42
9/28/18 17:27,168
9/28/18 17:31,179
9/28/18 17:38,49
9/28/18 17:47,49
9/28/18 17:53,83
9/28/18 17:55,123
9/28/18 18:07,114
9/28/18 18:10,53
9/28/18 18:15,57
9/28/18 18:23,55
9/28/18 18:28,39
9/28/18 18:33,176
9/28/18 18:38,95
9/28/18 18:40,39
9/28/18 18:45,157
9/28/18 18:54,81
9/28/18 18:58,170
9/28/18 19:02,123
9/28/18 19:06,46
9/29/18 2:04,161
9/29/18 2:06,41
9/29/18 2:09,171
9/29/18 2:20,92
9/29/18 2:24,97
9/29/18 2:32,175
9/29/18 2:38,174
9/29/18 2:40,62
9/29/18 2:48,137
9/29/18 2:54,97
9/29/18 2:57,169
9/29/18 3:02,120
9/29/18 3:07,44
9/29/18 3:12,118
9/29/18 3:15,77
9/29/18 3:24,170
9/29/18 3:25,153
9/29/18 3:31,55
9/29/18 3:41,184
9/29/18 3:44,78
9/29/18 3:56,126
9/29/18 4:02,125
9/29/18 4:07,130
9/29/18 4:09,98
9/29/18 4:16,107
9/29/18 4:21,178
9/29/18 4:24,183
9/29/18 4:29,127
9/29/18 4:36,51
9/29/18 4:40,112
9/29/18 4:53,93
9/29/18 4:55,177
9/29/18 4:59,68
9/29/18 5:05,115
9/29/18 5:09,84
9/29/18 5:16,93
9/29/18 5:22,65
9/29/18 5:24,89
9/29/18 5:33,128
9/29/18 5:39,134
9/29/18 5:41,146
9/29/18 5:44,110
9/29/18 5:53,190
9/29/18 5:58,105
9/29/18 6:04,113
9/29/18 6:21,88
9/29/18 6:26,144
9/29/18 6:33,183
9/29/18 6:37,138
9/29/18 6:48,150
9/29/18 6:52,48
9/29/18 6:58,55
9/29/18 7:02,152
9/29/18 7:08,180
9/29/18 7:12,70
9/29/18 7:14,184
9/29/18 7:23,119
9/29/18 7:28,52
9/29/18 7:29,85
9/29/18 7:37,155
9/29/18 7:43,125
9/29/18 7:46,153
9/29/18 7:49,127
9/29/18 7:58,127
9/29/18 8:01,98
9/29/18 8:06,160
9/29/18 8:10,46
9/29/18 8:16,63
9/29/18 8:22,185
9/29/18 8:25,135
9/29/18 8:29,181
9/29/18 8:36,71
9/29/18 8:41,46
9/29/18 8:58,55
9/29/18 9:02,111
9/29/18 9:07,187
9/29/18 9:18,63
9/29/18 9:20,131
9/29/18 9:28,43
9/29/18 9:33,179
9/29/18 9:38,148
9/29/18 9:44,139
9/29/18 9:47,65
9/29/18 9:52,123
9/29/18 9:54,119
9/29/18 10:03,34
9/29/18 10:10,187
9/29/18 10:14,34
9/29/18 10:19,175
9/29/18 10:29,78
9/29/18 10:38,163
9/29/18 10:39,118
9/29/18 10:44,92
9/29/18 10:52,160
9/29/18 10:56,87
9/29/18 10:59,135
9/29/18 11:06,126
9/29/18 11:12,100
9/29/18 11:14,86
9/29/18 11:21,68
9/29/18 11:26,162
10/1/18 7:42,58
10/1/18 7:53,132
10/1/18 7:54,120
10/1/18 8:04,141
10/1/18 8:05,78
10/1/18 8:10,184
10/1/18 8:16,68
10/1/18 8:23,83
10/1/18 8:27,162
10/1/18 8:31,99
10/1/18 8:35,137
10/1/18 8:43,160
10/1/18 9:09,54
10/1/18 9:19,181
10/1/18 9:27,121
10/1/18 9:36,60
10/1/18 9:42,175
10/1/18 9:44,164
10/1/18 9:49,60
10/1/18 9:55,127
10/1/18 10:04,43
10/1/18 10:12,160
10/1/18 10:18,89
10/1/18 10:20,88
10/1/18 10:37,108
10/1/18 10:39,122
10/1/18 10:47,94
10/1/18 10:51,185
10/1/18 10:58,183
10/1/18 11:14,46
10/1/18 11:23,38
10/1/18 11:28,117
10/1/18 11:33,175
10/1/18 11:36,35
10/1/18 11:40,40
10/1/18 11:45,57
10/1/18 11:49,33
10/1/18 12:05,145
10/1/18 12:22,92
10/1/18 12:25,84
10/1/18 12:33,130
10/1/18 12:37,63
10/1/18 12:42,65
10/1/18 12:58,144
10/1/18 13:00,145
10/1/18 13:08,58
10/1/18 13:10,131
10/1/18 13:22,187
10/1/18 13:27,89
10/1/18 13:33,183
10/1/18 13:37,171
10/9/18 13:41,111
10/1/18 13:45,78
10/1/18 13:50,103
10/1/18 14:10,50
10/1/18 14:15,187
10/1/18 14:26,36
10/1/18 14:33,50
10/1/18 14:36,166
10/1/18 14:51,82
10/1/18 15:12,72
10/1/18 15:14,186
10/1/18 15:20,110
10/1/18 15:24,96
10/2/18 4:40,104
10/2/18 4:47,67
10/2/18 4:50,154
10/2/18 4:55,169
10/2/18 5:03,70
10/2/18 5:06,62
10/2/18 5:12,72
10/2/18 5:17,111
10/2/18 5:20,67
10/2/18 5:25,159
10/2/18 5:29,117
10/2/18 5:35,175
10/2/18 5:40,52
10/2/18 5:44,33
10/2/18 5:49,124
10/2/18 5:59,56
10/2/18 6:04,137
10/2/18 6:12,41
10/2/18 6:23,124
10/2/18 6:27,50
10/2/18 6:30,97
10/2/18 6:47,130
10/2/18 6:56,187
10/2/18 7:11,175
10/2/18 7:28,84
10/2/18 7:47,80
10/2/18 8:02,115
10/2/18 8:08,34
10/2/18 8:15,136
10/2/18 8:23,42
10/2/18 8:25,52
10/2/18 8:32,144
10/2/18 8:34,103
10/2/18 8:44,52
10/2/18 8:48,159
10/2/18 8:50,107
10/2/18 8:57,131
10/2/18 9:01,98
10/2/18 9:09,105
10/2/18 9:13,176
10/2/18 9:14,122
10/2/18 9:22,147
10/2/18 9:26,84
10/2/18 9:35,133
10/2/18 9:43,102
10/2/18 9:46,178
10/2/18 9:51,53
10/2/18 9:59,71
10/2/18 10:04,126
10/2/18 10:13,118
10/2/18 10:17,121
10/2/18 10:23,187
10/2/18 10:28,135
10/2/18 10:29,179
10/2/18 10:38,122
10/2/18 10:40,153
10/2/18 10:47,48
10/2/18 10:49,48
10/2/18 11:09,167
10/3/18 7:18,71
10/3/18 7:19,85
10/3/18 7:27,88
10/3/18 7:43,48
10/3/18 7:57,141
10/3/18 8:03,54
10/3/18 8:06,184
10/3/18 8:09,98
10/3/18 8:18,44
10/3/18 8:20,91
10/3/18 8:28,85
10/3/18 8:31,125
10/3/18 8:35,166
10/3/18 8:39,76
10/3/18 8:46,62
10/3/18 8:51,62
10/3/18 8:57,55
10/3/18 9:06,138
10/3/18 9:11,161
10/3/18 9:17,188
10/3/18 9:20,178
10/3/18 9:25,101
10/3/18 9:36,78
10/3/18 9:40,112
10/3/18 9:46,140
10/3/18 9:52,116
10/3/18 9:57,62
10/3/18 9:59,100
10/3/18 10:05,55
10/3/18 10:09,176
10/3/18 10:19,105
10/3/18 10:22,119
10/3/18 10:34,132
10/3/18 10:39,57
10/3/18 10:47,129
10/3/18 10:53,46
10/3/18 11:03,117
10/3/18 11:08,66
